!	!
!!	!!
!((	!((
!)	!)
!-	!-
!mxt	!MXT
!xt	!XT
"ignore	"IGNORE
paradoctor	PARADOCTOR
paragraph	PARAGRAPH
paraguay	PARAGUAY
parakeet	PARAKEET
parallel	PARALLEL
param	PARAM
paramaribo	PARAMARIBO
parameshwaran	PARAMESHWARAN
parameter	PARAMETER
parametercount	PARAMETER COUNT
parameters	PARAMETER +(s)
paranormal	PARANORMAL
parashurama	PARASHURAMA
parasparopagraho	PARASPAROPAGRAHO
paratha	PARATHA
parbati	PARBATI
pardi	PARDI
pare	PARE
parekh	PAREKH
paresh	PARESH
pargana	PARGANA
parganas	PARGANA +(s)
parihar	PARIHAR
parikh	PARIKH
parikrama	PARIKRAMA
parikshit	PARIKSHIT
paris	PARIS
parishad	PARISHAD
parity	PARITY
parivar	PARIVAR
park	PARK
park,	PARK,
parks	PARK +(s)
parle	PARLE
parle-g	PARLE G
parliament	PARLIAMENT
parliamentary	PARLIAMENTARY
parmar	PARMAR
parmarth	PARMARTH
parmotrema	PARMOTREMA
parmpart	PARMPART
parnera	PARNERA
paro	PARO
parshuram	PARSHURAM
parshvanatha	PARSHVANATHA
parsi	PARSI
part	PART
parthibhai	PARTHIBHAI
parthiv	PARTHIV
partial	PARTIAL
particle	PARTICLE
particle/link	PARTICLE/LINK
particle/symbol	PARTICLE/SYMBOL
particle/symbol/electron	PARTICLE/SYMBOL/ELECTRON
particle/symbol/gamma	PARTICLE/SYMBOL/GAMMA
particle/symbol/higgs	PARTICLE/SYMBOL/HIGGS
particle/symbol/muon	PARTICLE/SYMBOL/MUON
particle/symbol/neutron	PARTICLE/SYMBOL/NEUTRON
particle/symbol/nucleon+	PARTICLE/SYMBOL/NUCLEON+
particle/symbol/photon	PARTICLE/SYMBOL/PHOTON
particle/symbol/pion+	PARTICLE/SYMBOL/PION+
particle/symbol/pion-	PARTICLE/SYMBOL/PION-
particle/symbol/pion0	PARTICLE/SYMBOL/PION0
particle/symbol/positron	PARTICLE/SYMBOL/POSITRON
particle/symbol/proton	PARTICLE/SYMBOL/PROTON
particle/symbol/proton+	PARTICLE/SYMBOL/PROTON+
particles	PARTICLE +(s)
parties	PARTIES
partition	PARTITION
partner	PARTNER
partnership	PARTNER SHIP
party	PARTY
party/meta/color	PARTY/META/COLOR
parulkar	PARULKAR
parvat	PARVAT
parvati	PARVATI
parveen	PARVEEN
paryushana	PARYUSHANA
pashto	PASHTO
pashto-language	PASHTO LANGUAGE
pashtuns	PASHTUNS
paspalum	PASPALUM
pass	PASS
passenger	PASSENGER
pasta	PASTA
pasteur	PASTEUR
pat	PAT
patal	PATAL
patala	PATALA
pataliputra	PATALIPUTRA
patalpani	PATALPANI
patan	PATAN
patan,	PATAN,
patanjali	PATANJALI
patanvav	PATANVAV
patdi	PATDI
patel	PATEL
patent	PATENT
patgadh	PATGADH
path	PATH
pathak	PATHAK
pathankot	PATHANKOT
patiala	PATIALA
patidar	PATIDAR
patil	PATIL
patna	PATNA
patnaik	PATNAIK
patola	PATOLA
paton	PATON
patra	PATRA
patrika	PATRIKA
patrode	PATRODE
pattadakal	PATTADAKAL
pattice	PATTICE
pattinson	PATTINSON
pauli	PAULI
pauri	PAURI
pausha	PAUSHA
pav	PAV
pavagadh	PAVAGADH
pavao	PAVAO
pavonina	PAVONINA
pawan	PAWAN
payload	PAYLOAD
pd-notice	PD NOTICE
pdf	PDF
pea	PEA
peace	PEACE
peaceful	PEACEFUL
peafowl	PEAFOWL
peak	PEAK
pearl	PEARL
pearz25	PEARZ25
peasants	PEASANTS
peda	PEDA
pedhmala	PEDHMALA
pedophilia	PEDOPHILIA
peechi-vazhani	PEECHI VAZHANI
peel	PEEL
pelican	PELICAN
pelé	PELÉ
pen	PEN
penal	PENAL
pending	PENDING
pennsylvania	PENNSYLVANIA
pensi	PENSI
pension	PENSION
pentagon	PENTAGON
peo	PEO
people	PEOPLE
people's	PEOPLE'S
peoples	PEOPLE +(s)
pepper	PEPPER
pepsico	PEPSICO
percent	PERCENT
peren	PEREN
periodic	PERIODIC
perl	PERL
perlatum	PERLATUM
permissions	PERMISSIONS
permutation	PERMUTATION
persian	PERSIAN
persimmon	PERSIMMON
persis	PERSIS
person	PERSON
person/height	PERSON/HEIGHT
person/height/locate	PERSON/HEIGHT/LOCATE
person/height/switch	PERSON/HEIGHT/SWITCH
person/weight	PERSON/WEIGHT
person/weight/locate	PERSON/WEIGHT/LOCATE
person/wikidata	PERSON/WIKIDATA
personal	PERSONAL
personality	PERSONALITY
persons	PERSON +(s)
perth	PERTH
peru	PERU
pesarattu	PESARATTU
peshwa	PESHWA
pesticide	PESTICIDE
petit	PETIT
petlad	PETLAD
petlikar	PETLIKAR
petra	PETRA
petroleum	PETROLEUM
petronas	PETRONAS
pfau	PFAU
ph	PH
phalguna	PHALGUNA
phaltan	PHALTAN
phase	PHASE
phek	PHEK
pherozeshah	PHEROZESHAH
philadelphia	PHILADELPHIA
philippines	PHILIPPINES
philips	PHILIPS
phillora	PHILLORA
philosopher	PHILOSOPHER
philosophiæ	PHILOSOPHIÆ
philosophy	PHILOSOPHY
phone	PHONE
phool	PHOOL
phosphorus	PHOSPHORUS
photo	PHOTO
photojournalism	PHOTO JOURNALISM
photomontage	PHOTO MONTAGE
photon	PHOTON
photosynthesis	PHOTOSYNTHESIS
php	PHP
phrases	PHRASE* +(s)
phulbani	PHULBANI
phule	PHULE
phyllanthus	PHYLLANTHUS
physical	PHYSICAL
physics	PHYSICS
physiology	PHYSIOLOGY
pi	PI
piano	PIANO
picchu	PICCHU
pichai	PICHAI
pichola	PICHOLA
pickles	PICKLES
picnic	PICNIC
pie	PIE
pied	PIED
pig	PIG
pigeon	PIGEON
pih	PIH
pika	PIKA
pilgrimage	PILGRIMAGE
pillai	PILLAI
pillar	PILLAR
pillars	PILLAR +(s)
piloo	PILOO
pilot	PILOT
pilvai	PILVAI
pimple	PIMPLE
pin	PIN
pindara	PINDARA
pindara,	PINDARA,
pindari	PINDARI
pink	PINK
pink-backed	PINK BACKED
pinophyta	PINOPHYTA
pintail	PINTAIL
pinter	PINTER
pipar	PIPAR
pipariya	PIPARIYA
pipavav	PIPAVAV
pipe	PIPE
pipepbot	PIPEPBOT
pir	PIR
piram	PIRAM
pirotan	PIROTAN
piru	PIRU
pisa	PISA
pisces	PISCES
pishacha	PISHACHA
pistachio	PISTACHIO
pitaya	PITAYA
pithoragarh	PITHORAGARH
pitroda	PITRODA
pituitary	PITUITARY
pixelbot	PIXELBOT
piyu	PIYU
pizza	PIZZA
pka	PKA
pkb	PKB
pl	PL
place	PLACE
places	PLACE +(s)
plague	PLAGUE
plain	PLAIN
plainlist	PLAIN LIST
plane	PLANE
planet	PLANET
planetarium,	PLANETARIUM,
planets	PLANET +(s)
planning	PLANNING
plant	PLANT
plants	PLANT +(s)
plaster	PLASTER
plates	PLATES
platinum	PLATINUM
plato	PLATO
playback	PLAYBACK
player	PLAYER
players	PLAYER +(s)
playing	PLAYING
pledge	PLEDGE
ploceidae	PLOCEIDAE
plot	PLOT
pluto	PLUTO
plutonium	PLUTONIUM
poe	POE
poet	POET
poets	POET +(s)
pohlani	POHLANI
point	POINT
pointgroup	POINT GROUP
poison	POISON
pol	POL
poland	POLAND
polandball	POLAND BALL
polar	POLAR
police	POLICE
policies	POLICIES
policy	POLICY
poliomyelitis	POLIOMYELITIS
political	POLITICAL
politicians	POLITICIANS
politics	POLITICS
polluted	POLLUTED
pollution	POLLUTION
polo	POLO
polonium	POLONIUM
polparty	POLPARTY
pols	POL +(s)
polyester	POLYESTER
polygon	POLYGON
polyhedron	POLYHEDRON
polyphyly	POLYPHYLY
polytechnique	POLYTECHNIQUE
polytonic	POLYTONIC
pomfret	POMFRET
pongal	PONGAL
ponmudi	PONMUDI
ponting	PONTING
pooja	POOJA
poornima	POORNIMA
pop	POP
poptoday	POPTODAY
population	POPULATION
porbandar	PORBANDAR
porosity	POROSITY
port	PORT
portal	PORTAL
portal/images/r	PORTAL/IMAGES/R
portals	PORTAL +(s)
portland,	PORTLAND,
portugal	PORTUGAL
portuguese	PORTUGUESE
poshina	POSHINA
positioning	POSITIONING
positive	POSITIVE
positron	POSITRON
possibly	POSSIBLY
post	POST
postage	POSTAGE
postcodes	POSTCODES
poster	POSTER
postpartum	POSTPARTUM
potassium	POTASSIUM
potato	POTATO
potential	POTENTIAL
potentially	POTENTIALLY
potosí	POTOSÍ
potter	POTTER
pottery	POTTERY
pound	POUND
pov	POV
powai	POWAI
power	POWER
pp	PP
pp-move	PP MOVE
pp-semi-indef	PP SEMI INDEF
pp-template	PP TEMPLATE
pp-vandalism	PP VANDALISM
prabalgad	PRABALGAD
prabhakar	PRABHAKAR
prabhas	PRABHAS
prabhat	PRABHAT
prabhatsinh	PRABHATSINH
prabhupada	PRABHUPADA
prabodh	PRABODH
prachi	PRACHI
pradesh	PRADESH
pradhan	PRADHAN
pradipika	PRADIPIKA
prafulla	PRAFULLA
prag	PRAG
pragati	PRAGATI
prahalad	PRAHALAD
prahlad	PRAHLAD
prahlada	PRAHLADA
prajapati	PRAJAPATI
prakasam	PRAKASAM
prakash	PRAKASH
prambanan	PRAMBANAN
pramodkumar	PRAMODKUMAR
pramukh	PRAMUKH
pran	PRAN
pranab	PRANAB
pranav	PRANAV
prankote	PRANKOTE
pranlal	PRANLAL
pransli	PRANSLI
prant	PRANT
prantij	PRANTIJ
prantvel	PRANTVEL
prapat	PRAPAT
prasad	PRASAD
praseodymium	PRASEODYMIUM
prashar	PRASHAR
prasāda	PRASĀDA
pratap	PRATAP
pratapgarh	PRATAPGARH
pratapgarh,	PRATAPGARH,
pratapsinh	PRATAPSINH
prathama	PRATHAMA
pratibha	PRATIBHA
pratik	PRATIK
pravara	PRAVARA
pravin	PRAVIN
prayag	PRAYAG
pre	PRE
pre2	PRE2
precatorius	PRECATORIUS
preceding	PRECEDING
precision	PRECISION
predators	PREDATORS
preferred	PREFERRED
pregnancy	PREGNANCY
prehistoric	PREHISTORIC
preity	PREITY
preload	PRELOAD
premanand	PREMANAND
premchand	PREMCHAND
premi	PREMI
premji	PREMJI
prescott	PRESCOTT
present	PRESENT
preservation	PRESERVATION
preserved	PRESERVED
preserving	PRESERVING
president	PRESIDENT
president's	PRESIDENT'S
presidential	PRESIDENTIAL
presidents	PRESIDENT +(s)
press	PRESS
preview	PREVIEW
pride	PRIDE
priest	PRIEST
primary	PRIMARY
prime	PRIME
prince	PRINCE
princely	PRINCELY
princesa	PRINCESA
principality	PRINCIPALITY
principia	PRINCIPIA
principle	PRINCIPLE
principles	PRINCIPLE +(s)
prinia	PRINIA
print	PRINT
printer	PRINTER
printing	PRINTING
priority	PRIORITY
pritam	PRITAM
prithivivallabh	PRITHIVIVALLABH
prithviraj	PRITHVIRAJ
priti	PRITI
priyadarshini	PRIYADARSHINI
priyakant	PRIYAKANT
priyamani	PRIYAMANI
priyanka	PRIYANKA
prize	PRIZE
pro	PRO
procedure	PROCEDURE
process	PROCESS
prodigy	PRODIGY
producer	PRODUCER
production	PRODUCTION
productions	PRODUCTION +(s)
profile	PROFILE
programme	PROGRAMME
programming	PROGRAMMING
project	PROJECT
projects	PROJECT +(s)
promethium	PROMETHIUM
properties	PROPERTIES
property	PROPERTY
proposed	PROPOSED
prosopis	PROSOPIS
protactinium	PROTACTINIUM
protected	PROTECTED
protection	PROTECTION
protocol	PROTOCOL
proton	PROTON
province	PROVINCE
provinces	PROVINCE +(s)
prudential	PRUDENTIAL
pruriens	PRURIENS
príncipe	PRÍNCIPE
psammophis	PSAMMOPHIS
psidium	PSIDIUM
psoralea	PSORALEA
psychoanalysis	PSYCHOANALYSIS
psychology	PSYCHOLOGY
pt	PT
ptbotgourou	PTBOTGOUROU
pterocarpus	PTEROCARPUS
public	PUBLIC
publisher	PUBLISHER
publishers	PUBLISHER +(s)
publishing	PUBLISHING
pucadyil	PUCADYIL
pudica	PUDICA
puducherry	PUDUCHERRY
puebla	PUEBLA
puerto	PUERTO
puja	PUJA
pujara	PUJARA
pujya	PUJYA
pulp	PULP
pump	PUMP
pumpkin	PUMPKIN
punadra	PUNADRA
punctuation	PUNCTUATION
pune	PUNE
punit	PUNIT
punjab	PUNJAB
punjab,	PUNJAB,
punjabi	PUNJABI
punjabis	PUNJABI +(s)
punsari	PUNSARI
pur	PUR
purana	PURANA
puranas	PURANA +(s)
puraskar	PURASKAR
purbo	PURBO
purge	PURGE
puri	PURI
purification	PURIFICATION
purna	PURNA
purnia	PURNIA
purnima	PURNIMA
purodha	PURODHA
purohit	PUROHIT
purple	PURPLE
purple-rumped	PURPLE RUMPED
purulia	PURULIA
pushkar	PUSHKAR
pushkarna	PUSHKARNA
pushpagiri	PUSHPAGIRI
pushpdan	PUSHPDAN
pushtimarg	PUSHTIMARG
putra	PUTRA
pvt.	PVT.
pyaar	PYAAR
pyramid	PYRAMID
pythagoras	PYTHAGORAS
python	PYTHON
pyuthan	PYUTHAN
qasim	QASIM
qatar	QATAR
qawwali	QAWWALI
qian	QIAN
qinghai–tibet	QINGHAI–TIBET
qotd	QOTD
qualifying	QUALIFYING
quality	QUALITY
quality/down	QUALITY/DOWN
quality/total	QUALITY/TOTAL
quality/up	QUALITY/UP
quantico	QUANTICO
quebec	QUEBEC
quechuan	QUECHUAN
queen	QUEEN
queens	QUEEN +(s)
queensland	QUEEN +(s) LAND
querétaro	QUERÉTARO
question	QUESTION
quintana	QUINTANA
quit	QUIT
quixote	QUIXOTE
quotation	QUOTATION
quote	QUOTE
quran	QURAN
qutb	QUTB
qutbuddin	QUTBUDDIN
r	R
r-phrase	R PHRASE*
r.	R.
r/ref	R/REF
r12	R12
raahat	RAAHAT
raas	RAAS
rabari	RABARI
rabbit	RABBIT
rabi	RABI
rabia	RABIA
rabies	RABIES
rabindranath	RABINDRANATH
race	RACE
racer	RACER
rachana	RACHANA
rachel	RACHEL
racing	RACING
radcliffe	RADCLIFFE
radha	RADHA
radhakrishnan	RADHAKRISHNAN
radhanath	RADHA NATH
radhanpur	RADHANPUR
radhastami	RADHASTAMI
radheshyam	RADHESHYAM
radial-gradient	RADIAL GRADIENT
radiation	RADIATION
radio	RADIO
radium	RADIUM
radius	RADIUS
radon	RADON
raebareli	RAEBARELI
raeesh	RAEESH
rafael	RAFAEL
rafi	RAFI
rafting	RAFTING
raga	RAGA
ragda	RAGDA
raghoba	RAGHOBA
raghunath	RAGHUNATH
raghuveer	RAGHUVEER
rahim	RAHIM
rahman	RAHMAN
raho	RAHO
rahul	RAHUL
rai	RAI
raichur	RAICHUR
raigad	RAIGAD
raiganj	RAIGANJ
raigarh	RAIGARH
rail	RAIL
rail-interchange	RAIL INTERCHANGE
railway	RAILWAY
railways	RAILWAY +(s)
rain	RAIN
rainbow	RAINBOW
rainer	RAINER
rainmaking	RAINMAKING
raino	RAINO
raipur	RAIPUR
raise	RAISE
raisen	RAISEN
raita	RAITA
raj	RAJ
raja	RAJA
rajabai	RAJABAI
rajagopalachari	RAJAGOPALACHARI
rajasaurus	RAJASAURUS
rajasthan	RAJASTHAN
rajasthani	RAJASTHANI
rajat	RAJAT
rajatarangini	RAJATARANGINI
rajchandra	RAJCHANDRA
rajdhani	RAJDHANI
rajendra	RAJENDRA
rajendrasinh	RAJENDRASINH
rajesh	RAJESH
rajgadhi	RAJGADHI
rajgarh	RAJGARH
rajgarh,	RAJGARH,
rajgir	RAJGIR
rajguru	RAJGURU
rajinikanth	RAJINIKANTH
rajit	RAJIT
rajiv	RAJIV
rajkot	RAJKOT
rajma	RAJMA
rajmohan	RAJMOHAN
rajnandgaon	RAJNANDGAON
rajneesh	RAJNEESH
rajnikant	RAJNIKANT
rajouri	RAJOURI
rajpipla	RAJPIPLA
rajput	RAJPUT
rajputana	RAJPUTANA
rajsamand	RAJSAMAND
rajshri	RAJSHRI
raju	RAJU
rajula	RAJULA
rajura	RAJURA
rajya	RAJYA
rakesh	RAKESH
rakhal	RAKHAL
rakuten	RAKUTEN
rakı	RAKI
ram	RAM
rama	RAMA
ramadan	RAMADAN
ramakant	RAMA KANT
ramakrishna	RAMA KRISHNA
ramakrishnan	RAMAKRISHNAN
raman	RAMAN
ramanagara	RAMANAGARA
ramanathapuram	RAMANATHAPURAM
ramanbhai	RAMAN BHAI
ramanlal	RAMANLAL
ramanuj	RAMANUJ
ramanuja	RAMANUJA
ramanujan	RAMANUJAN
ramaphosa	RAMAPHOSA
ramas	RAMA +(s)
ramaswamy	RAMASWAMY
ramayana	RAMAYANA
rambhadracharya	RAMBHADRACHARYA
ramcharitmanas	RAMCHARITMANAS
ramdev	RAMDEV
ramesh	RAMESH
rameswaram	RAMESWARAM
ramgarh	RAMGARH
ramlila	RAMLILA
ramnagar	RAMNAGAR
ramnagar,	RAMNAGAR,
ramnarayan	RAMNARAYAN
ramol	RAMOL
rampara,	RAMPARA,
ramprasad	RAMPRASAD
rampur	RAMPUR
rampur,	RAMPUR,
ramsej	RAMSEJ
rana	RANA
ranade	RANADE
ranasan	RANASAN
ranavav	RANAVAV
ranbaxy	RANBAXY
ranchhodbhai	RANCHHODBHAI
ranchhodji	RANCHHODJI
ranchhodlal	RANCHHODLAL
ranchi	RANCHI
ranchordas	RANCHORDAS
rander	RANDER
randeri	RANDERI
randeria	RANDERIA
randhia	RANDHIA
random	RANDOM
rane	RANE
rang	RANG
ranga	RANGA
range	RANGE
range/marker	RANGE/MARKER
rangeet	RANGEET
rangers	RANGERS
rangmati	RANGMATI
rangpur,	RANGPUR,
rani	RANI
raniji	RANIJI
ranikhet	RANIKHET
ranip	RANIP
ranipatel	RANI PATEL
ranipur,	RANIPUR,
ranjan	RANJAN
ranjana	RANJANA
ranjit	RANJIT
ranjitram	RANJITRAM
ranjitsinhji	RANJITSINHJI
rank	RANK
rann	RANN
ranoli	RANOLI
ranpur	RANPUR
ranthambore	RANTHAMBORE
rao	RAO
raol	RAOL
rapar	RAPAR
rape	RAPE
raphael	RAPHAEL
raphinae	RAPHINAE
rapid	RAPID
rapti	RAPTI
rashtra	RASHTRA
rashtrakuta	RASHTRAKUTA
rashtriya	RASHTRIYA
rasiklal	RASIKLAL
raskhan	RASKHAN
rasoi	RASOI
raspberry	RASPBERRY
rasulpara	RASULPARA
rasuwa	RASUWA
ratan	RATAN
rate	RATE
rath	RATH
ratha-yatra	RATHA YATRA
rathod	RATHOD
rathong	RATHONG
ratilal	RATILAL
rating	RATING
ratio	RATIO
rationalism	RATIONALISM
ratlam	RATLAM
ratna	RATNA
ratnagiri	RATNA GIRI
ratnal	RATNAL
ratnam	RATNAM
ratnamanirao	RATNAMANIRAO
ratnasundarsuri	RATNASUNDARSURI
rattanbai	RATTANBAI
rattus	RATTUS
rav	RAV
rav,	RAV,
raval	RAVAL
ravaliyavadar	RAVALIYAVADAR
ravana	RAVANA
ravangla	RAVANGLA
ravat	RAVAT
raver,	RAVER,
ravi	RAVI
ravidas	RAVIDAS
ravindra	RAVINDRA
ravishankar	RAVI SHANKAR
ravji	RAVJI
rawal	RAWAL
rawla	RAWLA
ray	RAY
rayagada	RAYAGADA
rayka	RAYKA
raza	RAZA
razdan	RAZDAN
razia	RAZIA
razorflame	RAZORFLAME
reagan	REAGAN
reason	REASON
rebellion	REBELLION
recentchanges	RECENTCHANGES
recipients	RECIPIENTS
reckong	RECKONG
recorder	RECORDER
rectus	RECTUS
recurring	RECURRING
recycling	RECYCLING
red	RED
red-necked	RED NECKED
red-whiskered	RED WHISKERED
reddy	REDDY
redeemer	REDEEMER
redirect	REDIRECT
redirect-distinguish	REDIRECT DISTINGUISH
redirect/rcat	REDIRECT/RCAT
redirects	REDIRECT +(s)
refbegin	REFBEGIN
refend	REFEND
reference	REFERENCE
referencing	REFERENCING
reflist	REFLIST
refn	REFN
refrigerator	REFRIGERATOR
regia	REGIA
regiment	REGIMENT
region	REGION
regional	REGIONAL
regions	REGION +(s)
registered	REGISTERED
registration	REGISTRATION
regular	REGULAR
reha	REHA
rehala	REHALA
rei	REI
reiki	REIKI
rekha	REKHA
relation	RELATION
reliable	RELIABLE
reliance	RELIANCE
religion	RELIGION
religiosa	RELIGIOSA
religious	RELIGIOUS
rembrandt	REMBRANDT
remembrance	REMEMBRANCE
remote	REMOTE
renault	RENAULT
renuka	RENUKA
replace	REPLACE
reply	REPLY
reproductive	REPRODUCTIVE
reptiles	REPTILES
republic	REPUBLIC
republican	REPUBLICAN
republics	REPUBLIC +(s)
request	REQUEST
requested	REQUESTED
requests	REQUEST +(s)
required	REQUIRED
research	RESEARCH
reservation	RESERVATION
reserve	RESERVE
reservoir	RESERVOIR
reshammiya	RESHAMMIYA
resource	RESOURCE
result	RESULT
reti	RETI
reticulata	RETICULATA
retriever	RETRIEVER
reuben	REUBEN
revenue	REVENUE
reverting	REVERTING
revolution	REVOLUTION
revolutionaries	REVOLUTION ARIES
rewa	REWA
rewa,	REWA,
rewari	REWARI
reybrujo	REYBRUJO
reybrujo/dumps	REYBRUJO/DUMPS
rezabot	REZABOT
rh	RH
rhenium	RHENIUM
rhesus	RHESUS
rhetoric	RHETORIC
rhode	RHODE
rhodesia	RHODESIA
rhodium	RHODIUM
rhythm	RHYTHM
ri-bhoi	RI BHOI
ribbon	RIBBON
rica	RICA
rican	RICAN
rice	RICE
richa	RICHA
richard	RICHARD
richter	RICHTER
ricinus	RICINUS
ricky	RICKY
rico	RICO
ridges	RIDGES
ridley	RIDLEY
rifle	RIFLE
rifles	RIFLE +(s)
right	RIGHT
right/coast	RIGHT/COAST
rightc	RIGHTC
rigveda	RIGVEDA
rimpochee	RIMPOCHEE
ring	RING
ringtone	RINGTONE
rio	RIO
riots	RIOTS
rishabhanatha	RISHABHANATHA
rishikesh	RISHIKESH
rishyasringa	RISHYASRINGA
risk	RISK
rite	RITE
river	RIVER
river,	RIVER,
river/discharge	RIVER/DISCHARGE
river/row-style	RIVER/ROW STYLE
river/source	RIVER/SOURCE
rivera	RIVERA
riverfront	RIVERFRONT
rivers	RIVER +(s)
riverside	RIVER SIDE
riwa	RIWA
rizwan	RIZWAN
rn	RN
rnd	RND
ro	RO
road	ROAD
road/abbrev	ROAD/ABBREV
road/abbrev/defs	ROAD/ABBREV/DEFS
road/abbrev/usa	ROAD/ABBREV/USA
road/color	ROAD/COLOR
road/length	ROAD/LENGTH
road/locations	ROAD/LOCATIONS
road/map	ROAD/MAP
road/meta/mask/country	ROAD/META/MASK/COUNTRY
roads	ROAD +(s)
robbot	ROBBOT
robert	ROBERT
robertsganj	ROBERTSGANJ
robin	ROBIN
robocon	ROBOCON
robot	ROBOT
rock	ROCK
rocket	ROCKET
rocks	ROCK +(s)
roda	RODA
roentgenium	ROENTGENIUM
roger	ROGER
roggbot	ROGGBOT
roha	ROHA
rohar	ROHAR
rohini	ROHINI
rohtak	ROHTAK
rohtas	ROHTAS
rohu	ROHU
roing	ROING
rojdi	ROJDI
rojid	ROJID
rolpa	ROLPA
romaine	ROMAINE
romania	ROMANIA
rome	ROME
ronald	RONALD
ronaldo	RONALDO
roo	ROO
roopkund	ROOPKUND
rooster	ROOSTER
root	ROOT
rorschach	RORSCHACH
rose	ROSE
rose-ringed	ROSE RINGED
roselle	ROSELLE
rosetta	ROSETTA
roshan	ROSHAN
roti	ROTI
roubaix	ROUBAIX
rousseau	ROUSSEAU
route	ROUTE
routemap	ROUTEMAP
routemaprouteicon	ROUTEMAP ROUTE ICON
rover	ROVER
rovers	ROVER +(s)
row	ROW
rowan	ROWAN
roy	ROY
royalty	ROYALTY
roza	ROZA
rp	RP
rtl-lang	RTL LANG
ru	RU
ru-3	RU 3
rubber	RUBBER
rubidium	RUBIDIUM
ruddy	RUDDY
rudolf	RUDOLF
rudra	RUDRA
rudraksha	RUDRAKSHA
rudranath	RUDRA NATH
rudraprayag	RUDRAPRAYAG
rudrapur	RUDRAPUR
rudrapur,	RUDRAPUR,
rudyard	RUDYARD
rufous	RUFOUS
rukh	RUKH
rukmavati	RUKMAVATI
rukmini	RUKMINI
rukum	RUKUM
rule	RULE
rules"	RULES"
rumali	RUMALI
rumi	RUMI
rumtek	RUMTEK
rumā	RUMĀ
rupal,	RUPAL,
rupandehi	RUPANDEHI
rupani	RUPANI
rupayatan	RUPAYATAN
rupee	RUPEE
rupen	RUPEN
rupgadh	RUPGADH
rupin	RUPIN
rupnagar	RUPNAGAR
rupram	RUPRAM
rupse	RUPSE
rural	RURAL
rus	RUS
rushmore	RUSHMORE
russell	RUSSELL
russia	RUSSIA
russian	RUSSIAN
rust	RUST
rusty-spotted	RUSTY SPOTTED
ruswa	RUSWA
ruth	RUTH
ruthenium	RUTHENIUM
rutherfordium	RUTHERFORDIUM
rwanda	RWANDA
rwd	RWD
rye	RYE
s-ach	S ACH
s-aft	S AFT
s-bef	S BEF
s-bus	S BUS
s-end	S END
s-hou	S HOU
s-inc	S INC
s-line	S LINE
s-line/amtrak	S LINE/AMTRAK
s-line/side	S LINE/SIDE
s-new	S NEW
s-non	S NON
s-note	S NOTE
s-par	S PAR
s-pre	S PRE
s-rail	S RAIL
s-rail-start	S RAIL START
s-rail/lines	S RAIL/LINES
s-ref	S REF
s-reg	S REG
s-start	S START
s-text	S TEXT
s-ttl	S TTL
s-tul	S TUL
s-vac	S VAC
s.	S.
s.a.s.	S.A.S.
s16	S16
s33	S33
sa	SA
saadat	SAADAT
saang	SAANG
saarc	SAARC
saba	SABA
sabarkantha	SABARKANTHA
sabarmati	SABARMATI
sabbath	SABBATH
sabha	SABHA
sabir	SABIR
saccharum	SACCHARUM
sachal	SACHAL
sachchidananda	SACHCHIDANANDA
sachin	SACHIN
sachin,	SACHIN,
sachin–jigar	SACHIN–JIGAR
sachs	SACHS
sacra	SACRA
sacro	SACRO
sadanand	SADANAND
saddle	SADDLE
sadhana	SADHANA
sadhu	SADHU
sadiq	SADIQ
sadra,	SADRA,
safari	SAFARI
safavi	SAFAVI
safe	SAFE
sagar	SAGAR
sagar,	SAGAR,
sagarmatha	SAGARMATHA
sagbara	SAGBARA
sages	SAGES
sagittarius	SAGITTARIUS
sago	SAGO
saguaro	SAGUARO
saha	SAHA
sahadeva	SAHADEVA
saharanpur	SAHARANPUR
saharsa	SAHARSA
sahasradhara	SAHASRADHARA
sahasranama	SAHASRANAMA
sahastra	SAHASTRA
sahastralinga	SAHASTRALINGA
sahatrakund	SAHATRAKUND
sahebganj	SAHEBGANJ
sahgal	SAHGAL
sahib	SAHIB
sahibzada	SAHIBZADA
sahitya	SAHITYA
sahni	SAHNI
sai	SAI
saif	SAIF
saigal	SAIGAL
saiha	SAIHA
saikia	SAIKIA
saina	SAINA
saints	SAINTS
saiyyed	SAIYYED
sakkarbaug	SAKKARBAUG
sakri	SAKRI
sal	SAL
salah	SALAH
salam	SALAM
salangpur	SALANGPUR
salaria	SALARIA
salaskar	SALASKAR
salaya,	SALAYA,
saldi	SALDI
salem	SALEM
salem,	SALEM,
salil	SALIL
salim	SALIM
salim–sulaiman	SALIM–SULAIMAN
salix	SALIX
salman	SALMAN
salota	SALOTA
salt	SALT
salto	SALTO
salugara	SALUGARA
salvador	SALVADOR
salvia	SALVIA
salwar	SALWAR
salyan	SALYAN
salzburg	SALZBURG
sam	SAM
samachar	SAMACHAR
samaj	SAMAJ
samajwadi	SAMAJWADI
samakhiali	SAMAKHIALI
samaldas	SAMALDAS
samarium	SAMARIUM
samastipur	SAMASTIPUR
samatra	SAMATRA
samau	SAMAU
samavasarana	SAMAVASARANA
samaveda	SAMAVEDA
samayasāra	SAMAYASĀRA
sambac	SAMBAC
sambalpur	SAMBALPUR
sambar	SAMBAR
sambhal	SAMBHAL
sambhavanatha	SAMBHAVANATHA
sambit	SAMBIT
sameer	SAMEER
sameera	SAMEERA
samhita	SAMHITA
sami,	SAMI,
