!	!
!!	!!
!((	!((
!)	!)
!-	!-
!mxt	!MXT
!xt	!XT
નાયડુ	નાયડુ
નાયપોલ	નાયપોલ
નાયબ	નાયબ
નાયર	નાયર
નાયરા	નાયરા
નાયોબિયમ	નાયોબિયમ
નારગોલ	નારગોલ
નારણભાઈ	નારણભાઈ
નારદ	નારદ
નારાયણ	નારાયણ
નારાયણપ્રસાદદાસજી	નારાયણપ્રસાદદાસજી
નારાયણી	નારાયણ +(ી)
નારિયેળ	નારિયેળ
નારીચાણા	નારીચાણા
નાલંદા	નાલંદા
નાલગોંડા	નાલગોંડા
નાલા	નાલા
નાળિયેરની	નાળિયેરની
નાશ	નાશ
નાસા	નાસા
નાસિક	નાસિક
નાહરગઢ	નાહરગઢ
નિંદામણનાશક	નિંદામણનાશક
નિકલ	નિકલ
નિકારાગુઆનો	નિકારાગુઆનો
નિકેતન	નિકેતન
નિકોટિન	નિકોટિન
નિકોબાર	નિકોબાર
નિકોલ	નિકોલ
નિખિલ	નિખિલ
નિગમ	નિગમ
નિચલી	નિચલી
નિઝર	નિઝર
નિઝામાબાદ	નિઝામાબાદ
નિઝામુદ્દીન	નિઝામુદ્દીન
નિતલી	નિતલી
નિતા	નિતા
નિત્યાનંદ	નિત્યાનંદ
નિધન	નિધન
નિનાઈ	નિનાઈ
નિફાડ	નિફાડ
નિમરત	નિમરત
નિમાડી	નિમાડી
નિયંત્રણ	નિયંત્રણ
નિયમ	નિયમ
નિયોડીમીયમ	નિયોડીમીયમ
નિયોન	નિયોન
નિરંજન	નિરંજન
નિરદ	નિરદ
નિરમા	નિરમા
નિરાલા	નિરાલા
નિરુપા	નિરુપા
નિરોધ	નિરોધ
નિર્મલ	નિર્મલ
નિર્મલા	નિર્મલા
નિર્માતા	નિર્માતા
નિર્માતાઓ	નિર્માતાઓ
નિર્વાચન	નિર્વાચન
નિર્વાચનક્ષેત્રો	નિર્વાચનક્ષેત્રો
નિર્વાણ	નિર્વાણ
નિલગીરી	નિલગીરી
નિલમ	નિલમ
નિવસન	નિવસન
નિવાસ	નિવાસ
નિવેદન	નિવેદન
નિશા	નિશા
નિશાન-એ-પાકિસ્તાન	નિશાન એ પાકિસ્તાન
નિષ્કુળાનંદ	નિષ્કુળાનંદ
નિષ્પક્ષ	નિષ્પક્ષ
નિષ્પક્ષતા	નિષ્પક્ષતા
નિસર્ગોપચાર	નિસર્ગોપચાર
નિહારિકા	નિહારિકા
નીંગ	નીંગ
નીતિ	નીતિ
નીતુ	નીતુ
નીમચ	નીમચ
નીરજી	નીરજી
નીલ	નીલ
નીલકંઠ	નીલકંઠ
નીલગિરિ	નીલગિરિ
નીલગિરી	નીલગિરી
નીલ્સ	નીલ્સ
નીશાણા	નીશાણા
નુઆપડા	નુઆપડા
નુબ્રા	નુબ્રા
નુર	નુર
નુવાકોટ	નુવાકોટ
નુસરત	નુસરત
નુહ	નુહ
નૂપુરક	નૂપુરક
નૂયી	નૂયી
નૃત્ય	નૃત્ય
નૃવંશ	નૃવંશ
નૅપ્ચ્યુન	નૅપ્ચ્યુન
નેચર	નેચર
નેચરલ	નેચરલ
નેટવર્ક	નેટવર્ક
નેટવર્કના	નેટવર્ક +(ના)
નેતા	નેતા
નેત્રંગ	નેત્રંગ
નેત્રા	નેત્રા
નેધરલેંડ	નેધરલેંડ
નેધરલેંડનો	નેધરલેંડનો
નેનો	નેનો
નેપાલ	નેપાલ
નેપાળ	નેપાળ
નેપાળના	નેપાળ +(ના)
નેપાળની	નેપાળન* +(ી)
નેપાળનો	નેપાળન* +(ો)
નેપાળી	નેપાળ +(ી)
નેપોલિયન	નેપોલિયન
નેપ્ચ્યુનીયમ	નેપ્ચ્યુનીયમ
નેબ્રાસ્કા	નેબ્રાસ્કા
નેમાડે	નેમાડે
નેમિનાથ	નેમિનાથ
નેરલ	નેરલ
નેરુદા	નેરુદા
નેલ્લોર	નેલ્લોર
નેલ્સન	નેલ્સન
નેવેલી	નેવેલી
નેશનઝ	નેશનઝ
નેશનલ	નેશનલ
નેસ	નેસ
નેહરુ	નેહરુ
નેહવાલ	નેહવાલ
નેહા	નેહા
નૈના	નૈના
નૈનિતાલ	નૈનિતાલ
નૉર્વેજિયન	નૉર્વેજિયન
નો	નો
નોંધનીયતા	નોંધનીયતા
નોઆમ	નોઆમ
નોઇડા	નોઇડા
નોકરી	નોકરી
નોકિયા	નોકિયા
નોટ	નોટ
નોટિંગહામ	નોટિંગહામ
નોબૅલ	નોબૅલ
નોબેલ	નોબેલ
નોબેલીયમ	નોબેલીયમ
નોમ	નોમ
નોયસી	નોયસી
નોર્ટન	નોર્ટન
નોર્ધન	નોર્ધન
નોર્મન	નોર્મન
નોર્વે	નોર્વે
નોવાક	નોવાક
નૌકાસન	નૌકાસન
નૌરુ	નૌરુ
નૌશાદ	નૌશાદ
ન્યાય	ન્યાય
ન્યાયશાસ્ત્ર	ન્યાય શાસ્ત્ર
ન્યાયાલય	ન્યાયાલય
ન્યુ	ન્યુ
ન્યુઝિલેન્ડનો	ન્યુઝિલેન્ડનો
ન્યુઝીલેન્ડ	ન્યુઝીલેન્ડ
ન્યુટ્રાસ્યુટીકલ	ન્યુટ્રાસ્યુટીકલ
ન્યુટ્રોન	ન્યુટ્રોન
ન્યૂ	ન્યૂ
ન્યૂકેસલ	ન્યૂકેસલ
ન્યૂઝીલેન્ડ	ન્યૂઝીલેન્ડ
ન્યૂટન	ન્યૂટન
ન્હાનાલાલ	ન્હાનાલાલ
પં.	પં.
પંકજ	પંકજ
પંગારો	પંગારો
પંચ	પંચ
પંચકુલા	પંચકુલા
પંચકેદાર	પંચકેદાર
પંચકોણ	પંચકોણ
પંચગવ્ય	પંચગવ્ય
પંચતંત્ર	પંચતંત્ર
પંચમઢી	પંચમઢી
પંચમહાલ	પંચમહાલ
પંચશીલના	પંચશીલના
પંચાંગ	પંચાંગ
પંચામૃત	પંચામૃત
પંચાયત	પંચાયત
પંચાયતી	પંચાયત +(ી)
પંચાલ	પંચાલ
પંચાસર	પંચાસર
પંચોળી	પંચોળી
પંજાબ	પંજાબ
પંજાબ,	પંજાબ,
પંજાબી	પંજાબ +(ી)
પંડિત	પંડિત
પંડ્યા	પંડ્યા
પંત	પંત
પંપ	પંપ
પંપા	પંપા
પકવાસા	પકવાસા
પકોડી	પકોડી
પક્ષ	પક્ષ
પક્ષી	પક્ષ +(ી)
પક્ષીઓ	પક્ષીઓ
પક્ષીઓની	પક્ષીઓની
પગ	પગ
પગી	પગી
પગુથણ	પગુથણ
પચરંગી	પચરંગી
પચ્ચીસી	પચ્ચીસી
પટ	પટ
પટણા	પટણા
પટના	પટના
પટનાયક	પટનાયક
પટિયાલા	પટિયાલા
પટેલ	પટેલ
પટોળા	પટોળા
પટ્ટાઇ	પટ્ટાઇ
પટ્ટાઈ	પટ્ટાઈ
પટ્ટી	પટ્ટી
પટ્ટીત	પટ્ટીત
પઠાણકોટ	પઠાણકોટ
પડધરી	પડધરી
પડવો	પડવો
પડાલીયો	પડાલીયો
પઢિયાર	પઢિયાર
પણજી	પણજી
પતેતી	પતેતી
પત્તા	પત્તા
પત્તાદકલ	પત્તાદકલ
પત્યું	પત્યું
પત્રકાર	પત્રકાર
પત્રકારત્વ	પત્રકારત્વ
પત્રિકા	પત્રિકા
પદક	પદક
પદમશી	પદમશી
પદરૌના	પદરૌના
પદાર્થની	પદાર્થની
પદુકોણ	પદુકોણ
પદૌક	પદૌક
પદ્ધતિ	પદ્ધતિ
પદ્મનાભસ્વામી	પદ્મનાભસ્વામી
પદ્મપાણી	પદ્મપાણી
પદ્મપ્રભ	પદ્મપ્રભ
પદ્મભૂષણ	પદ્મભૂષણ
પદ્મવિભૂષણ	પદ્મવિભૂષણ
પદ્મશ્રી	પદ્મશ્રી
પદ્મારાણી	પદ્મારાણી
પદ્માવત	પદ્માવત
પનામા	પનામા
પનિયિમ્પલી	પનિયિમ્પલી
પનીર	પનીર
પન્ના	પન્ના
પન્નાલાલ	પન્નાલાલ
પપુમપારે	પપુમપારે
પપૈયાં	પપૈયાં
પબ્લિક	પબ્લિક
પમોલ	પમોલ
પયગંબર	પયગંબર
પર	પર
પરંપરાગત	પરંપરાગત
પરગણા	પરગણા
પરગ્રહવાસી	પરગ્રહવાસી
પરનો	પરનો
પરમ	પરમ
પરમવીર	પરમવીર
પરમહંસ	પરમહંસ
પરમાણુ	પરમાણુ
પરમાર	પરમાર
પરમાર્થ	પરમાર્થ
પરમેશ્વરન	પરમેશ્વરન
પરવળ	પરવળ
પરવીન	પરવીન
પરશુરામ	પરશુરામ
પરસ્પરોપગ્રહો	પરસ્પરોપગ્રહો
પરાં	પરાં
પરાળી	પરાળી
પરાવર્તિત	પરાવર્તિત
પરાવાસ્તવવાદ	પરાવાસ્તવવાદ
પરાશર	પરાશર
પરિક્રમા	પરિક્રમા
પરિક્ષિત	પરિક્ષિત
પરિઘ	પરિઘ
પરિયોજના	પરિયોજના
પરિયોજના:	પરિયોજના:
પરિવહન	પરિવહન
પરિવાર	પરિવાર
પરિષદ	પરિષદ
પરિષદની	પરિષદની
પરિસર,	પરિસર,
પરિસ્થિતિ-જળ	પરિસ્થિતિ જળ
પરીક્ષણ	પરીક્ષણ
પરીખ	પરીખ
પરીચારિકા	પરીચારિકા
પરેજીયુક્ત	પરેજીયુક્ત
પરેશ	પરેશ
પરોઠા	પરોઠા
પર્ટો	પર્ટો
પર્થ	પર્થ
પર્યટન	પર્યટન
પર્યાયોક્તિ	પર્યાયોક્તિ
પર્યાવરણ	પર્યાવરણ
પર્યાવરણીય	પર્યાવરણીય
